Mainline_Demand,Onramp_Demand,Time [h]
3517.3154,495.29556,0.0
3502.0127,521.413,0.002777777777777778
3500.1501,534.63916,0.005555555555555556
3493.6106,564.16907,0.008333333333333333
3502.729,572.1262,0.011111111111111112
3489.7793,583.17596,0.01388888888888889
3507.7808,609.06604,0.016666666666666666
3503.3726,625.7469,0.019444444444444445
3490.3833,639.2678,0.022222222222222223
3498.2769,665.372,0.025
3490.971,681.61255,0.02777777777777778
3491.8574,702.0622,0.030555555555555558
3510.943,728.3048,0.03333333333333333
3500.2136,744.40027,0.036111111111111115
3475.6724,759.0367,0.03888888888888889
3483.7979,782.1113,0.04166666666666667
3503.778,788.3079,0.044444444444444446
3502.7305,816.1942,0.04722222222222222
3513.435,834.4245,0.05
3510.0957,841.68964,0.05277777777777778
3504.484,876.10925,0.05555555555555556
3506.263,894.0004,0.058333333333333334
3496.567,908.64105,0.061111111111111116
3500.404,919.88074,0.0638888888888889
3508.1433,940.4521,0.06666666666666667
3494.761,963.009,0.06944444444444445
3487.4434,990.1889,0.07222222222222223
3499.522,999.1043,0.075
3494.572,1018.29486,0.07777777777777778
3513.289,1044.4333,0.08055555555555556
3503.6975,1064.3759,0.08333333333333334
3488.5427,1071.7181,0.08611111111111111
3508.1392,1099.4086,0.08888888888888889
3504.7935,1102.8185,0.09166666666666667
3509.3066,1127.5465,0.09444444444444444
3504.3,1139.4249,0.09722222222222222
3499.6746,1165.6975,0.1
3502.2798,1185.182,0.10277777777777779
3497.2795,1209.5358,0.10555555555555556
3495.4902,1230.2556,0.10833333333333334
3495.657,1256.3007,0.11111111111111112
3493.4717,1260.003,0.11388888888888889
3484.6807,1275.9552,0.11666666666666667
3486.984,1285.6246,0.11944444444444445
3497.1917,1316.2213,0.12222222222222223
3519.138,1329.5052,0.125
3505.7778,1350.7698,0.1277777777777778
3510.7783,1368.8499,0.13055555555555556
3500.989,1389.1378,0.13333333333333333
3497.4324,1410.536,0.13611111111111113
3490.124,1428.2484,0.1388888888888889
3489.6433,1439.339,0.14166666666666666
3493.7039,1469.3989,0.14444444444444446
3503.457,1491.1377,0.14722222222222223
3514.0098,1504.0486,0.15
3513.0435,1518.6945,0.1527777777777778
3490.7622,1503.1085,0.15555555555555556
3501.0703,1506.7483,0.15833333333333333
3499.7402,1504.1925,0.16111111111111112
3506.6562,1507.0948,0.1638888888888889
3490.0254,1504.669,0.16666666666666669
3500.1602,1498.3685,0.16944444444444445
3489.1506,1492.2697,0.17222222222222222
3488.002,1496.4974,0.17500000000000002
3502.5847,1498.644,0.17777777777777778
3500.2366,1498.4406,0.18055555555555555
3493.1375,1501.9043,0.18333333333333335
3492.668,1509.0585,0.18611111111111112
3506.6873,1500.4797,0.18888888888888888
3500.721,1498.3057,0.19166666666666668
3506.117,1495.3451,0.19444444444444445
3499.7595,1489.1873,0.19722222222222224
3497.3381,1501.1309,0.2
3488.7263,1502.8019,0.20277777777777778
3500.1643,1501.6392,0.20555555555555557
3503.381,1497.2847,0.20833333333333334
3491.0037,1509.2777,0.2111111111111111
3507.295,1501.8281,0.2138888888888889
3489.5188,1509.5088,0.21666666666666667
3492.7864,1512.1747,0.21944444444444444
3520.4202,1498.0769,0.22222222222222224
3505.312,1495.7051,0.225
