#{"t_start": 1748303398.252279, "env_id": "None"}
r,l,t
-5.297497,150,13342.931048
-3.270588,150,13353.754872
-9.627151,150,13364.022814
-7.397409,150,13373.67948
-4.923861,150,13384.743738
-7.537278,150,13397.010946
-2.560337,150,13405.596662
-10.269318,150,13417.583236
-7.127196,150,13427.68002
-6.304115,150,13438.72218
-5.828768,150,13452.382361
-3.97333,150,13461.564167
-10.646341,150,13470.22836
-4.088765,150,13485.486234
-7.558129,150,13491.581941
-7.64216,150,13496.615396
-10.128141,150,13503.256264
-7.830745,150,13514.479794
-10.189835,150,13523.247755
-6.333123,150,13534.642423
-6.121539,150,13542.116709
-7.872158,150,13548.432853
-8.790354,150,13558.219486
-11.979677,150,13563.804935
-7.299062,150,13570.116233
-10.261685,150,13576.229136
-6.379553,150,13586.563865
-11.131004,150,13594.158887
-8.68092,150,13602.927974
-8.752371,150,13612.02597
-9.075025,150,13629.210912
-10.381291,150,13639.103628
-4.688177,150,13646.538648
-6.499349,150,13653.389945
-8.161234,150,13660.629325
-7.766409,150,13675.921487
-9.267241,150,13683.835846
-5.753323,150,13695.728757
-12.038379,150,13702.211958
-5.047144,150,13715.02503
-6.329487,150,13723.481417
-10.054704,150,13731.838045
-9.217599,150,13742.605552
-6.522607,150,13751.048358
-10.287663,150,13756.418119
-11.990475,150,13764.946122
-6.384533,150,13771.852683
-4.211341,150,13783.666123
-7.889527,150,13795.219615
-3.477715,150,13804.173276
-10.777485,150,13821.52533
-2.927454,150,13830.743454
-6.953065,150,13843.778309
-1.987992,150,13851.248262
-5.110507,150,13862.773907
-4.396036,150,13875.779664
-11.406149,150,13883.527563
-6.172332,150,13892.913445
-8.310967,150,13898.153567
-4.973244,150,13904.382923
-7.5719,150,13910.218159
-4.737567,150,13916.089524
-7.77998,150,13925.602814
-6.354413,150,13932.66103
-6.106118,150,13940.325651
-6.075125,150,13947.158177
-7.098606,150,13954.023805
-11.415022,150,13961.343052
-6.514967,150,13971.809754
-2.906908,150,13981.805239
-4.730594,150,13988.017037
-4.83344,150,13995.864626
-4.329802,150,14007.2112
-7.86644,150,14014.276466
-6.240681,150,14029.250933
-8.54503,150,14037.947154
-9.805823,150,14050.985302
-6.523728,150,14059.687678
-9.851728,150,14065.991879
-5.398129,150,14072.237327
-8.65945,150,14078.835153
-7.037662,150,14094.324863
-8.107742,150,14112.546826
-7.392371,150,14122.607616
-9.682635,150,14139.711743
-7.809983,150,14159.358358
-6.701634,150,14171.649624
-5.146116,150,14185.420485
-4.860569,150,14200.668352
-1.774446,150,14208.582321
-6.466234,150,14220.631261
-6.740387,150,14227.619261
-5.248976,150,14234.996002
-9.813899,150,14241.797172
-4.776062,150,14267.318668
-6.657352,150,14274.464713
-3.125784,150,14282.312668
-10.889303,150,14292.001838
-8.220435,150,14301.892559
-9.511909,150,14308.425408
-6.434507,150,14315.767753
-6.696135,150,14328.020577
-12.485573,150,14332.618469
-9.330042,150,14339.902908
-4.784836,150,14349.32692
-10.764325,150,14356.841272
-5.812346,150,14365.57274
-9.684434,150,14374.06699
-8.177066,150,14389.441482
-6.242598,150,14396.72708
-8.771951,150,14403.972464
-4.432725,150,14412.720635
-7.838529,150,14423.624615
-8.347728,150,14430.478593
-7.026825,150,14444.177119
-12.381039,150,14455.540844
-7.368107,150,14468.471907
-10.382197,150,14479.049613
-4.379944,150,14488.674175
-12.050263,150,14495.603056
-14.008589,150,14506.427625
-9.943338,150,14512.497207
-5.478072,150,14523.004649
-3.553698,150,14534.103238
-5.673017,150,14546.043753
-4.36527,150,14567.811457
-10.039471,150,14574.192359
-5.626956,150,14591.169022
-6.504619,150,14603.434645
-4.946766,150,14609.718985
-13.81939,150,14617.829055
-8.806803,150,14624.671686
-10.544097,150,14631.635912
-3.145488,150,14642.825546
-7.602354,150,14651.515177
-7.777599,150,14659.15546
-6.410042,150,14666.169576
-9.91829,150,14684.842063
-4.533698,150,14694.017295
-5.296835,150,14706.617859
-11.129496,150,14715.119099
-2.245124,150,14723.119341
-6.94309,150,14735.672946
-0.615361,150,14743.412451
-4.948633,150,14754.795136
-6.086566,150,14770.326586
-10.588953,150,14780.322463
-3.576148,150,14792.591399
-10.075476,150,14799.801815
-4.062561,150,14816.835773
-8.890544,150,14824.825379
-4.975962,150,14839.061426
-9.612226,150,14846.30148
-7.395826,150,14858.727052
-6.881434,150,14866.89188
-7.408691,150,14877.883005
-5.358311,150,14884.137355
-5.585559,150,14893.815507
-12.791456,150,14905.551728
-4.701891,150,14919.858613
-4.394825,150,14932.646164
-8.67254,150,14942.928159
-6.063963,150,14961.305352
-6.057015,150,14981.303384
-11.09535,150,14986.472814
-12.969278,150,14996.958317
-12.18682,150,15008.314406
-7.475087,150,15016.702462
-10.439554,150,15023.018654
-3.638437,150,15032.387477
-6.831048,150,15039.741259
-4.286247,150,15053.710524
-5.932696,150,15061.200523
-6.181706,150,15068.595344
-5.168754,150,15083.016602
-4.833939,150,15099.048307
-6.027076,150,15107.945293
-5.361777,150,15122.118303
-7.689442,150,15129.002328
-7.302948,150,15139.770994
-8.616284,150,15147.022568
-4.329412,150,15159.814602
-7.163822,150,15167.071502
-5.255056,150,15178.823689
-9.177925,150,15185.088263
-3.054112,150,15194.65812
-2.52689,150,15202.195314
-13.410831,150,15215.762629
-10.161255,150,15224.951786
-7.378363,150,15230.425892
-8.307157,150,15244.791199
-10.702261,150,15252.488186
-5.872797,150,15267.517963
-6.381279,150,15275.584911
-8.382916,150,15282.930584
-10.744047,150,15288.530714
-13.291532,150,15303.608704
-7.701055,150,15312.649744
-7.05177,150,15321.095127
-8.211994,150,15328.298046
-6.065451,150,15334.35483
-6.312307,150,15348.310877
-12.901536,150,15364.303133
-7.173059,150,15374.008767
-5.934426,150,15383.833222
-7.236217,150,15393.481203
-6.07239,150,15404.083953
-7.65716,150,15411.05062
-6.87041,150,15423.555443
-5.114676,150,15433.289409
-6.927786,150,15440.111168
-9.561766,150,15447.751606
-6.834241,150,15462.273037
-8.115934,150,15471.280096
-8.88897,150,15480.141602
-6.184462,150,15487.870602
-10.217458,150,15497.189446
-7.872423,150,15506.819518
-2.317885,150,15515.674258
-7.939736,150,15524.466221
-6.271032,150,15533.43359
-9.652468,150,15538.737137
-11.8545,150,15544.680841
-4.616155,150,15555.632061
-8.313313,150,15562.760763
-8.619388,150,15569.107291
-4.883956,150,16627.08263
-9.975157,150,16633.206159
-4.38431,150,16641.181817
-6.461337,150,16647.319451
-5.324153,150,16653.877611
-8.018453,150,16658.696047
-7.086959,150,16664.767824
-8.016517,150,16670.894733
-7.059014,150,16678.847236
-10.624676,150,16686.274321
-8.121527,150,16692.35755
-5.901232,150,16714.006083
-9.00193,150,16721.989773
-5.805633,150,16728.544624
-7.014311,150,16958.940401
-3.913363,150,16967.121726
-11.835131,150,16979.924073
-7.059555,150,16986.399486
-6.261652,150,16993.157276
-9.034027,150,16999.353986
-7.472128,150,17968.406516
-12.005067,150,17973.942554
-11.484547,150,17987.640785
-5.049815,150,17994.174104
-6.776441,150,18001.967372
-5.121713,150,18013.384944
-9.320523,150,18020.268321
-5.513714,150,18980.898426
-3.401969,150,18990.849876
-5.170593,150,18998.44741
-9.607309,150,19010.523211
-6.519832,150,19016.294001
-3.449077,150,20075.199074
-7.265707,150,20088.497315
-6.232809,150,20094.939017
-6.848484,150,20103.317749
-4.508182,150,20111.805186
-3.848077,150,20119.981884
-4.088763,150,20138.146762
-4.735388,150,20153.582309
-4.641049,150,21140.826959
-8.116722,150,21159.785118
-8.205229,150,21165.35128
-6.143603,150,21177.770356
-9.696302,150,21181.990182
-5.380599,150,21766.046432
-7.900529,150,21773.452356
-5.051388,150,21783.33183
-4.186383,150,21792.983586
-5.340009,150,21798.57809
-8.018548,150,22339.232715
-1.858914,150,22358.520376
-8.949782,150,22372.786634
-9.399747,150,22385.927701
-4.789362,150,22394.310028
-6.116741,150,22407.15171
-9.209281,150,22425.800568
-8.770667,150,22431.008529
-6.202108,150,22437.513716
-6.483842,150,22445.123572
-6.753221,150,22457.493746
-3.424394,150,22469.1427
-13.007713,150,22478.404948
-7.958183,150,22490.965645
-6.24986,150,22508.206199
-11.627495,150,22515.465064
-7.715452,150,22519.548804
-8.391207,150,22525.017549
-4.121115,150,22533.910342
-8.706308,150,22540.642221
-3.923282,150,22551.990777
-4.654111,150,22560.972271
-4.419503,150,22569.924386
-8.23301,150,22585.621201
-3.975816,150,22596.289935
-5.251894,150,22604.645215
-4.216414,150,22621.776043
-4.575738,150,22632.498361
-8.137669,150,22642.500799
-5.639584,150,22656.895072
-10.247662,150,22665.197113
-6.674016,150,22671.932003
-7.21483,150,22684.638456
-7.41204,150,22690.567716
-6.64546,150,22698.295141
-9.638474,150,22707.798495
-4.346598,150,22720.46838
-7.878251,150,22727.551793
-6.793589,150,22736.761232
-6.350248,150,22744.594434
-5.733833,150,22750.38517
-6.078609,150,22762.864675
-4.880425,150,22772.68221
-7.10908,150,22784.248121
-6.972645,150,22790.727246
-6.485438,150,22804.478466
-12.822152,150,22813.651234
-10.227606,150,22820.810548
-5.632577,150,22826.865522
-4.373848,150,22838.382335
-9.729144,150,22845.729381
-5.641221,150,22852.1445
-8.460825,150,22861.745051
-9.457143,150,22871.368433
-5.461606,150,22880.998522
-7.310103,150,22890.337999
-9.377874,150,22897.417304
-6.314965,150,22903.744065
-4.751942,150,22918.29777
-5.422622,150,22924.998746
-10.356665,150,22935.569105
-7.942233,150,22941.67209
-10.270443,150,22947.716741
-6.765698,150,22956.677942
-10.421001,150,22961.385344
-8.759791,150,22966.310497
-6.942642,150,22972.523067
-6.330089,150,22980.296642
-6.101979,150,22991.802803
-5.901071,150,22999.115023
-3.840478,150,23014.223534
-5.393198,150,23022.415322
-3.417694,150,23033.880005
-6.278809,150,23040.682458
