Mainline_Demand,Onramp_Demand,Time [h]
0.0,0.0,0.0
38.88889,5.5555553,0.002777777777777778
77.77778,11.111111,0.005555555555555556
116.666664,16.666666,0.008333333333333333
155.55556,22.222221,0.011111111111111112
194.44444,27.777779,0.01388888888888889
233.33333,33.333332,0.016666666666666666
272.22223,38.88889,0.019444444444444445
311.1111,44.444443,0.022222222222222223
350.0,50.0,0.025
388.8889,55.555557,0.02777777777777778
427.77777,61.11111,0.030555555555555558
466.66666,66.666664,0.03333333333333333
505.55554,72.22222,0.036111111111111115
544.44446,77.77778,0.03888888888888889
583.3333,83.333336,0.04166666666666667
622.2222,88.888885,0.044444444444444446
661.1111,94.44444,0.04722222222222222
700.0,100.0,0.05
738.8889,105.55556,0.05277777777777778
777.7778,111.111115,0.05555555555555556
816.6667,116.666664,0.058333333333333334
855.55554,122.22222,0.061111111111111116
894.44446,127.77778,0.0638888888888889
933.3333,133.33333,0.06666666666666667
972.2222,138.88889,0.06944444444444445
1011.1111,144.44444,0.07222222222222223
1050.0,150.0,0.075
1088.8889,155.55556,0.07777777777777778
1127.7778,161.11111,0.08055555555555556
1166.6666,166.66667,0.08333333333333334
1205.5555,172.22223,0.08611111111111111
1244.4445,177.77777,0.08888888888888889
1283.3334,183.33333,0.09166666666666667
1322.2222,188.88889,0.09444444444444444
1361.1111,194.44444,0.09722222222222222
1400.0,200.0,0.1
1438.8889,205.55556,0.10277777777777779
1477.7778,211.11111,0.10555555555555556
1516.6666,216.66667,0.10833333333333334
1555.5555,222.22223,0.11111111111111112
1594.4445,227.77777,0.11388888888888889
1633.3334,233.33333,0.11666666666666667
1672.2222,238.88889,0.11944444444444445
1711.1111,244.44444,0.12222222222222223
1750.0,250.0,0.125
1788.8889,255.55556,0.1277777777777778
1827.7778,261.1111,0.13055555555555556
1866.6666,266.66666,0.13333333333333333
1905.5555,272.22223,0.13611111111111113
1944.4445,277.77777,0.1388888888888889
1983.3334,283.33334,0.14166666666666666
2022.2222,288.8889,0.14444444444444446
2061.111,294.44446,0.14722222222222223
2100.0,300.0,0.15
2138.889,305.55554,0.1527777777777778
2177.7778,311.1111,0.15555555555555556
