#{"t_start": 1747784424.7771115, "env_id": "None"}
r,l,t
-512234.72059,150,13463.554958
-510616.566552,150,13471.67684
-515348.686304,150,13482.350369
-512597.311104,150,13492.623447
-510169.91834,150,13500.35544
-510190.503799,150,13508.308611
-512209.718761,150,13516.34906
-510058.079186,150,13524.084838
-514801.654135,150,13532.071619
-512417.202771,150,13539.574616
-508657.287731,150,13547.71146
-512759.585951,150,13558.257526
-513915.260092,150,13566.279834
-510060.81825,150,13573.789374
-511020.446348,150,13582.035283
-511825.097972,150,13591.430585
-511459.972148,150,13599.3039
-508937.388449,150,13607.256822
-510921.42461,150,13617.594801
-507570.67384,150,13626.06956
-515301.5331,150,13636.444362
-509810.548209,150,13643.909497
-509855.681146,150,13652.143096
-513683.331731,150,13660.356957
-513237.749417,150,13668.277659
-511321.789147,150,13675.9344
-512755.997441,150,13683.891402
-511957.218868,150,13691.996807
-509991.141402,150,13699.527101
-511309.559685,150,13707.470107
-512775.286108,150,13715.378823
-512382.665831,150,13723.025624
-511483.23175,150,13730.846457
-511044.083733,150,13738.515168
-515295.110472,150,13746.324766
-510321.883455,150,13754.12981
-514017.545405,150,13762.234504
-511462.587233,150,13771.672584
-510258.89387,150,13779.356292
-511016.069621,150,13787.081065
-512800.169116,150,13794.958406
-510164.231167,150,13805.764267
-513605.402704,150,13813.458472
-509222.988047,150,13823.290967
-509135.395161,150,13831.505076
-510049.294873,150,13839.477147
-517060.628561,150,13847.101086
-511731.59537,150,13855.10027
-509281.395523,150,13862.714216
-506454.088534,150,13870.73248
-512171.443131,150,13878.263513
-512763.645816,150,13886.456327
-514357.863841,150,13894.321053
-510280.184538,150,13904.006855
-515534.84115,150,13911.938982
-513775.647895,150,13919.909638
-511671.618829,150,13930.06253
-512672.459432,150,13938.246784
-510487.11765,150,13945.775774
-510399.691368,150,13953.495754
-510873.093096,150,13961.320577
-512312.025211,150,13969.202883
-510259.3109,150,13976.889583
-509255.643041,150,13984.670839
-511056.905183,150,13992.296933
-509917.972603,150,14000.094792
-512280.833226,150,14010.298969
-514817.755623,150,14018.238643
-511400.513919,150,14025.939741
-511375.876651,150,14033.626734
-511094.39442,150,14041.066226
-513521.32801,150,14048.578682
-509710.45689,150,14055.925136
-510615.440073,150,14063.755902
-507780.865705,150,14071.760101
-508137.870718,150,14079.449887
-511861.09463,150,14087.435491
-513209.476608,150,14095.664876
-515839.739186,150,14103.671432
-507527.345995,150,14112.000109
-511428.85186,150,14120.24018
-511569.993473,150,14128.232992
-513497.553572,150,14136.71871
-509860.080892,150,14146.723013
-509109.621488,150,14154.601627
-509851.394825,150,14164.776139
-513486.192447,150,14173.207366
-512526.077991,150,14181.039668
-516641.177739,150,14188.846762
-513806.196714,150,14199.391842
-510937.961723,150,14207.120043
-512442.73011,150,14215.051615
-513362.598965,150,14223.35232
-511556.8484,150,14231.613688
-507678.365706,150,14239.611802
-509061.868077,150,14246.948118
-511496.709503,150,14254.741599
-508777.372156,150,14262.970665
-510188.328929,150,14271.10536
-514038.527946,150,14278.932519
-510997.123224,150,14286.598515
-511234.666983,150,14294.418837
-509217.600358,150,14302.463905
-514605.030748,150,14312.463295
-517399.205471,150,14322.971826
-512975.730406,150,14331.283501
-513422.891955,150,14339.500201
-513365.370949,150,14347.235934
-512670.252508,150,14354.843691
-512058.448433,150,14362.722507
-510596.640284,150,14370.004722
-515552.33929,150,14378.311792
-510340.861482,150,14386.620873
-513095.332573,150,14394.494601
-508553.674105,150,14402.261244
-512924.107559,150,14410.260055
-510582.17311,150,14422.246492
-511977.431372,150,14431.905299
-513246.725942,150,14439.996768
-513942.944823,150,14448.589226
-510170.186877,150,14456.028744
-512563.480768,150,14463.784699
-513746.994687,150,14471.656575
-514304.466983,150,14479.591621
-510432.332543,150,14487.450556
-514064.857549,150,14495.166053
-512439.311035,150,14505.351027
-508520.813267,150,14513.389168
-510928.667983,150,14521.683197
-511356.743772,150,14529.81622
-508980.730143,150,14537.40113
-512165.572355,150,14545.912265
-512013.352337,150,14553.734432
-513235.166316,150,14561.403533
-512185.481476,150,14569.239305
-512870.403978,150,14579.562979
-511833.88759,150,14587.970902
-514390.267486,150,14596.139331
-510741.80802,150,14604.300648
-509119.328025,150,14614.550501
-514719.23788,150,14624.513069
-509937.116741,150,14631.894201
-510070.576875,150,14639.644008
-514379.31025,150,14647.756772
-513055.713562,150,14655.974706
-511984.944862,150,14664.043739
-511666.596216,150,14671.325105
