Mainline_Demand,Onramp_Demand,Time [h]
3498.202,504.61725,0.0
3505.573,524.06366,0.002777777777777778
3501.513,535.4398,0.005555555555555556
3494.4224,554.1976,0.008333333333333333
3510.598,574.2292,0.011111111111111112
3506.7847,589.8782,0.01388888888888889
3491.2634,614.4788,0.016666666666666666
3499.0684,631.04156,0.019444444444444445
3513.2625,642.4406,0.022222222222222223
3492.7798,657.6479,0.025
3499.997,691.1811,0.02777777777777778
3505.5696,691.70386,0.030555555555555558
3499.3357,717.8299,0.03333333333333333
3497.2727,737.63934,0.036111111111111115
3504.097,762.86066,0.03888888888888889
3495.4316,780.2328,0.04166666666666667
3480.1138,795.6542,0.044444444444444446
3503.9968,813.7517,0.04722222222222222
3493.1875,820.55505,0.05
3492.7246,857.81866,0.05277777777777778
3500.7427,870.5033,0.05555555555555556
3511.2524,890.69684,0.058333333333333334
3502.1177,909.3322,0.061111111111111116
3491.469,913.0136,0.0638888888888889
3499.349,950.48755,0.06666666666666667
3501.2764,961.33826,0.06944444444444445
3498.0273,982.23517,0.07222222222222223
3491.143,1005.89606,0.075
3505.7893,1013.6707,0.07777777777777778
3506.0857,1030.5308,0.08055555555555556
3500.055,1057.4613,0.08333333333333334
3498.3093,1066.6382,0.08611111111111111
3509.006,1090.1167,0.08888888888888889
3519.1733,1102.322,0.09166666666666667
3514.917,1138.6998,0.09444444444444444
3508.252,1151.7924,0.09722222222222222
3508.903,1179.2579,0.1
3499.457,1178.7031,0.10277777777777779
3484.0933,1207.7389,0.10555555555555556
3488.4253,1223.5056,0.10833333333333334
3498.406,1250.2533,0.11111111111111112
3496.094,1263.4536,0.11388888888888889
3505.2737,1274.607,0.11666666666666667
3511.4138,1302.457,0.11944444444444445
3515.2432,1313.261,0.12222222222222223
3500.1514,1352.17,0.125
3509.4805,1359.282,0.1277777777777778
3510.1619,1379.0994,0.13055555555555556
3499.017,1388.5029,0.13333333333333333
3486.8447,1397.4797,0.13611111111111113
3495.0452,1420.5349,0.1388888888888889
3503.68,1445.2277,0.14166666666666666
3489.557,1471.7454,0.14444444444444446
3501.0442,1483.3658,0.14722222222222223
3498.6938,1493.9541,0.15
3502.8523,1502.901,0.1527777777777778
3503.654,1489.4822,0.15555555555555556
3499.842,1500.498,0.15833333333333333
3501.9714,1506.0282,0.16111111111111112
3487.1606,1502.0662,0.1638888888888889
3516.624,1495.6809,0.16666666666666669
3507.5088,1500.0933,0.16944444444444445
3487.5623,1492.4801,0.17222222222222222
3499.4094,1502.9504,0.17500000000000002
3500.0042,1504.7145,0.17777777777777778
3500.486,1498.6079,0.18055555555555555
3496.842,1504.1013,0.18333333333333335
3511.7305,1507.1398,0.18611111111111112
3495.5242,1500.4064,0.18888888888888888
3505.4783,1504.4388,0.19166666666666668
3503.7097,1507.8367,0.19444444444444445
3505.7986,1509.8042,0.19722222222222224
3496.3376,1505.7428,0.2
3503.9895,1494.1201,0.20277777777777778
3503.7568,1505.5829,0.20555555555555557
3506.3337,1500.357,0.20833333333333334
3490.5876,1486.1234,0.2111111111111111
3510.2852,1493.3894,0.2138888888888889
3497.2095,1496.9092,0.21666666666666667
3504.706,1484.9001,0.21944444444444444
3512.205,1498.1257,0.22222222222222224
3485.1567,1503.4976,0.225
3486.7612,1503.5747,0.22777777777777777
3495.0884,1501.726,0.23055555555555557
3488.9143,1501.9156,0.23333333333333334
3494.967,1507.0883,0.23611111111111113
3502.54,1495.0808,0.2388888888888889
