Mainline_Demand,Onramp_Demand,Time [h]
3500.0,500.0,0.0
3500.0,518.5185,0.002777777777777778
3500.0,537.03705,0.005555555555555556
3500.0,555.55554,0.008333333333333333
3500.0,574.0741,0.011111111111111112
3500.0,592.5926,0.01388888888888889
3500.0,611.1111,0.016666666666666666
3500.0,629.62964,0.019444444444444445
3500.0,648.14813,0.022222222222222223
3500.0,666.6667,0.025
3500.0,685.1852,0.02777777777777778
3500.0,703.7037,0.030555555555555558
3500.0,722.2222,0.03333333333333333
3500.0,740.7407,0.036111111111111115
3500.0,759.2593,0.03888888888888889
3500.0,777.7778,0.04166666666666667
3500.0,796.2963,0.044444444444444446
3500.0,814.8148,0.04722222222222222
3500.0,833.3333,0.05
3500.0,851.85187,0.05277777777777778
3500.0,870.37036,0.05555555555555556
3500.0,888.8889,0.058333333333333334
3500.0,907.4074,0.061111111111111116
3500.0,925.9259,0.0638888888888889
3500.0,944.44446,0.06666666666666667
3500.0,962.96295,0.06944444444444445
3500.0,981.4815,0.07222222222222223
3500.0,1000.0,0.075
3500.0,1018.5185,0.07777777777777778
3500.0,1037.037,0.08055555555555556
3500.0,1055.5555,0.08333333333333334
3500.0,1074.0741,0.08611111111111111
3500.0,1092.5927,0.08888888888888889
3500.0,1111.1111,0.09166666666666667
3500.0,1129.6296,0.09444444444444444
3500.0,1148.1482,0.09722222222222222
3500.0,1166.6666,0.1
3500.0,1185.1852,0.10277777777777779
3500.0,1203.7037,0.10555555555555556
3500.0,1222.2222,0.10833333333333334
3500.0,1240.7407,0.11111111111111112
3500.0,1259.2593,0.11388888888888889
3500.0,1277.7778,0.11666666666666667
3500.0,1296.2963,0.11944444444444445
3500.0,1314.8148,0.12222222222222223
3500.0,1333.3334,0.125
3500.0,1351.8518,0.1277777777777778
3500.0,1370.3704,0.13055555555555556
3500.0,1388.8889,0.13333333333333333
3500.0,1407.4073,0.13611111111111113
3500.0,1425.9259,0.1388888888888889
3500.0,1444.4445,0.14166666666666666
3500.0,1462.963,0.14444444444444446
3500.0,1481.4814,0.14722222222222223
3500.0,1500.0,0.15
3500.0,1500.0,0.1527777777777778
3500.0,1500.0,0.15555555555555556
3500.0,1500.0,0.15833333333333333
3500.0,1500.0,0.16111111111111112
3500.0,1500.0,0.1638888888888889
3500.0,1500.0,0.16666666666666669
3500.0,1500.0,0.16944444444444445
3500.0,1500.0,0.17222222222222222
3500.0,1500.0,0.17500000000000002
3500.0,1500.0,0.17777777777777778
3500.0,1500.0,0.18055555555555555
3500.0,1500.0,0.18333333333333335
3500.0,1500.0,0.18611111111111112
3500.0,1500.0,0.18888888888888888
3500.0,1500.0,0.19166666666666668
3500.0,1500.0,0.19444444444444445
3500.0,1500.0,0.19722222222222224
3500.0,1500.0,0.2
3500.0,1500.0,0.20277777777777778
3500.0,1500.0,0.20555555555555557
3500.0,1500.0,0.20833333333333334
3500.0,1500.0,0.2111111111111111
3500.0,1500.0,0.2138888888888889
3500.0,1500.0,0.21666666666666667
3500.0,1500.0,0.21944444444444444
3500.0,1500.0,0.22222222222222224
3500.0,1500.0,0.225
3500.0,1500.0,0.22777777777777777
3500.0,1500.0,0.23055555555555557
3500.0,1500.0,0.23333333333333334
3500.0,1500.0,0.23611111111111113
3500.0,1500.0,0.2388888888888889
3500.0,1500.0,0.24166666666666667
3500.0,1500.0,0.24444444444444446
3500.0,1500.0,0.24722222222222223
3500.0,1500.0,0.25
3500.0,1500.0,0.25277777777777777
3500.0,1500.0,0.2555555555555556
3500.0,1500.0,0.25833333333333336
3500.0,1500.0,0.2611111111111111
3500.0,1500.0,0.2638888888888889
3500.0,1500.0,0.26666666666666666
3500.0,1500.0,0.26944444444444443
3500.0,1500.0,0.27222222222222225
3500.0,1500.0,0.275
3500.0,1500.0,0.2777777777777778
3500.0,1500.0,0.28055555555555556
3500.0,1500.0,0.2833333333333333
3500.0,1500.0,0.28611111111111115
3500.0,1500.0,0.2888888888888889
3500.0,1500.0,0.2916666666666667
3500.0,1500.0,0.29444444444444445
3500.0,1500.0,0.2972222222222222
3500.0,1500.0,0.3
3500.0,1500.0,0.3027777777777778
3500.0,1500.0,0.3055555555555556
3500.0,1500.0,0.30833333333333335
3500.0,1500.0,0.3111111111111111
3500.0,1500.0,0.3138888888888889
3500.0,1500.0,0.31666666666666665
3500.0,1500.0,0.3194444444444445
3500.0,1500.0,0.32222222222222224
3500.0,1500.0,0.325
3500.0,1500.0,0.3277777777777778
3500.0,1500.0,0.33055555555555555
3500.0,1500.0,0.33333333333333337
3500.0,1500.0,0.33611111111111114
3500.0,1500.0,0.3388888888888889
3500.0,1500.0,0.3416666666666667
3500.0,1500.0,0.34444444444444444
3500.0,1500.0,0.3472222222222222
3500.0,1500.0,0.35000000000000003
3500.0,1481.4814,0.3527777777777778
3500.0,1462.963,0.35555555555555557
3500.0,1444.4445,0.35833333333333334
3500.0,1425.9259,0.3611111111111111
3500.0,1407.4073,0.36388888888888893
3500.0,1388.8889,0.3666666666666667
3500.0,1370.3704,0.36944444444444446
3500.0,1351.8518,0.37222222222222223
3500.0,1333.3334,0.375
3500.0,1314.8148,0.37777777777777777
3500.0,1296.2963,0.3805555555555556
3500.0,1277.7778,0.38333333333333336
3500.0,1259.2593,0.3861111111111111
